participant,id,response,time,group,condition,adjectivestring,filler_acceptability,item_type,scenario,adj_target,adj_secondary,adj_secondary_type,order,stimulus_size,stimulus_price,confidence_on_semantic
12,sj_expensive_sp_1,false,,1,unimodal,,,semantic,spring,expensive,,,,8.0,9.5,
12,sj_expensive_sp_2,false,,1,unimodal,,,semantic,spring,expensive,,,,33.0,8.0,
12,sj_expensive_sp_3,false,,1,unimodal,,,semantic,spring,expensive,,,,13.0,8.0,
12,sj_expensive_sp_4,false,,1,unimodal,,,semantic,spring,expensive,,,,30.0,11.0,
12,sj_expensive_sp_15,false,,1,unimodal,,,semantic,spring,expensive,,,,22.0,16.5,
12,sj_expensive_sp_16,false,,1,unimodal,,,semantic,spring,expensive,,,,24.0,14.0,
12,sj_expensive_sp_17,true,,1,unimodal,,,semantic,spring,expensive,,,,20.0,18.0,
12,sj_expensive_sp_18,false,,1,unimodal,,,semantic,spring,expensive,,,,20.0,13.5,
12,sj_expensive_sp_19,false,,1,unimodal,,,semantic,spring,expensive,,,,26.0,12.5,
12,sj_expensive_sp_20,false,,1,unimodal,,,semantic,spring,expensive,,,,21.0,3.0,
12,sj_expensive_sp_21,false,,1,unimodal,,,semantic,spring,expensive,,,,21.0,5.0,
12,sj_expensive_sp_22,false,,1,unimodal,,,semantic,spring,expensive,,,,16.0,8.5,
12,sj_expensive_sp_23,false,,1,unimodal,,,semantic,spring,expensive,,,,18.0,10.0,
12,sj_expensive_sp_24,false,,1,unimodal,,,semantic,spring,expensive,,,,19.0,6.5,
13,sj_big_bl_1,true,,1,bimodal,,,semantic,ball,big,,,,18.0,9.5,
13,sj_big_bl_2,true,,1,bimodal,,,semantic,ball,big,,,,14.0,10.0,
13,sj_big_bl_3,false,,1,bimodal,,,semantic,ball,big,,,,2.5,15.0,
13,sj_big_bl_4,false,,1,bimodal,,,semantic,ball,big,,,,5.0,19.0,
13,sj_big_bl_5,true,,1,bimodal,,,semantic,ball,big,,,,16.0,12.0,
13,sj_big_bl_6,true,,1,bimodal,,,semantic,ball,big,,,,16.5,9.0,
13,sj_big_bl_7,true,,1,bimodal,,,semantic,ball,big,,,,15.5,7.5,
13,sj_big_bl_8,false,,1,bimodal,,,semantic,ball,big,,,,4.0,17.0,
13,sj_big_bl_9,false,,1,bimodal,,,semantic,ball,big,,,,3.5,4.0,
13,sj_big_bl_10,false,,1,bimodal,,,semantic,ball,big,,,,3.5,11.5,
13,sj_big_bl_11,false,,1,bimodal,,,semantic,ball,big,,,,3.0,8.0,
13,sj_big_bl_12,true,,1,bimodal,,,semantic,ball,big,,,,17.0,1.5,
13,sj_big_bl_13,true,,1,bimodal,,,semantic,ball,big,,,,16.5,14.0,
13,sj_big_bl_14,false,,1,bimodal,,,semantic,ball,big,,,,4.0,6.5,
13,sj_expensive_bl_1,false,,1,bimodal,,,semantic,ball,expensive,,,,18.0,9.5,
13,sj_expensive_bl_2,false,,1,bimodal,,,semantic,ball,expensive,,,,14.0,10.0,
13,sj_expensive_bl_3,true,,1,bimodal,,,semantic,ball,expensive,,,,2.5,15.0,
13,sj_expensive_bl_4,true,,1,bimodal,,,semantic,ball,expensive,,,,5.0,19.0,
13,sj_expensive_bl_5,true,,1,bimodal,,,semantic,ball,expensive,,,,16.0,12.0,
13,sj_expensive_bl_6,false,,1,bimodal,,,semantic,ball,expensive,,,,16.5,9.0,
13,sj_expensive_bl_7,false,,1,bimodal,,,semantic,ball,expensive,,,,15.5,7.5,
13,sj_expensive_bl_8,true,,1,bimodal,,,semantic,ball,expensive,,,,4.0,17.0,
13,sj_expensive_bl_9,false,,1,bimodal,,,semantic,ball,expensive,,,,3.5,4.0,
13,sj_expensive_bl_10,false,,1,bimodal,,,semantic,ball,expensive,,,,3.5,11.5,
13,sj_expensive_bl_11,false,,1,bimodal,,,semantic,ball,expensive,,,,3.0,8.0,
13,sj_expensive_bl_12,false,,1,bimodal,,,semantic,ball,expensive,,,,17.0,1.5,
13,sj_expensive_bl_13,true,,1,bimodal,,,semantic,ball,expensive,,,,16.5,14.0,
13,sj_expensive_bl_14,false,,1,bimodal,,,semantic,ball,expensive,,,,4.0,6.5,
13,sj_long_sp_1,false,,1,unimodal,,,semantic,spring,long,,,,8.0,9.5,
13,sj_long_sp_2,true,,1,unimodal,,,semantic,spring,long,,,,33.0,8.0,
13,sj_long_sp_3,false,,1,unimodal,,,semantic,spring,long,,,,13.0,8.0,
13,sj_long_sp_4,true,,1,unimodal,,,semantic,spring,long,,,,30.0,11.0,
13,sj_long_sp_15,true,,1,unimodal,,,semantic,spring,long,,,,22.0,16.5,
13,sj_long_sp_16,true,,1,unimodal,,,semantic,spring,long,,,,24.0,14.0,
13,sj_long_sp_17,true,,1,unimodal,,,semantic,spring,long,,,,20.0,18.0,
13,sj_long_sp_18,true,,1,unimodal,,,semantic,spring,long,,,,20.0,13.5,
13,sj_long_sp_19,true,,1,unimodal,,,semantic,spring,long,,,,26.0,12.5,
13,sj_long_sp_20,true,,1,unimodal,,,semantic,spring,long,,,,21.0,3.0,
13,sj_long_sp_21,true,,1,unimodal,,,semantic,spring,long,,,,21.0,5.0,
13,sj_long_sp_22,false,,1,unimodal,,,semantic,spring,long,,,,16.0,8.5,
13,sj_long_sp_23,true,,1,unimodal,,,semantic,spring,long,,,,18.0,10.0,
13,sj_long_sp_24,false,,1,unimodal,,,semantic,spring,long,,,,19.0,6.5,
13,sj_expensive_sp_1,false,,1,unimodal,,,semantic,spring,expensive,,,,8.0,9.5,
13,sj_expensive_sp_2,false,,1,unimodal,,,semantic,spring,expensive,,,,33.0,8.0,
13,sj_expensive_sp_3,false,,1,unimodal,,,semantic,spring,expensive,,,,13.0,8.0,
13,sj_expensive_sp_4,false,,1,unimodal,,,semantic,spring,expensive,,,,30.0,11.0,
13,sj_expensive_sp_15,true,,1,unimodal,,,semantic,spring,expensive,,,,22.0,16.5,
13,sj_expensive_sp_16,true,,1,unimodal,,,semantic,spring,expensive,,,,24.0,14.0,
13,sj_expensive_sp_17,true,,1,unimodal,,,semantic,spring,expensive,,,,20.0,18.0,
13,sj_expensive_sp_18,true,,1,unimodal,,,semantic,spring,expensive,,,,20.0,13.5,
13,sj_expensive_sp_19,false,,1,unimodal,,,semantic,spring,expensive,,,,26.0,12.5,
13,sj_expensive_sp_20,false,,1,unimodal,,,semantic,spring,expensive,,,,21.0,3.0,
13,sj_expensive_sp_21,false,,1,unimodal,,,semantic,spring,expensive,,,,21.0,5.0,
13,sj_expensive_sp_22,false,,1,unimodal,,,semantic,spring,expensive,,,,16.0,8.5,
13,sj_expensive_sp_23,false,,1,unimodal,,,semantic,spring,expensive,,,,18.0,10.0,
13,sj_expensive_sp_24,false,,1,unimodal,,,semantic,spring,expensive,,,,19.0,6.5,
14,sj_big_bl_1,true,,1,bimodal,,,semantic,ball,big,,,,18.0,9.5,
14,sj_big_bl_2,false,,1,bimodal,,,semantic,ball,big,,,,14.0,10.0,
14,sj_big_bl_3,false,,1,bimodal,,,semantic,ball,big,,,,2.5,15.0,
14,sj_big_bl_4,false,,1,bimodal,,,semantic,ball,big,,,,5.0,19.0,
14,sj_big_bl_5,true,,1,bimodal,,,semantic,ball,big,,,,16.0,12.0,
14,sj_big_bl_6,true,,1,bimodal,,,semantic,ball,big,,,,16.5,9.0,
14,sj_big_bl_7,false,,1,bimodal,,,semantic,ball,big,,,,15.5,7.5,
14,sj_big_bl_8,false,,1,bimodal,,,semantic,ball,big,,,,4.0,17.0,
14,sj_big_bl_9,false,,1,bimodal,,,semantic,ball,big,,,,3.5,4.0,
14,sj_big_bl_10,false,,1,bimodal,,,semantic,ball,big,,,,3.5,11.5,
14,sj_big_bl_11,false,,1,bimodal,,,semantic,ball,big,,,,3.0,8.0,
14,sj_big_bl_12,true,,1,bimodal,,,semantic,ball,big,,,,17.0,1.5,
14,sj_big_bl_13,true,,1,bimodal,,,semantic,ball,big,,,,16.5,14.0,
14,sj_big_bl_14,false,,1,bimodal,,,semantic,ball,big,,,,4.0,6.5,
14,sj_expensive_bl_1,false,,1,bimodal,,,semantic,ball,expensive,,,,18.0,9.5,
14,sj_expensive_bl_2,false,,1,bimodal,,,semantic,ball,expensive,,,,14.0,10.0,
14,sj_expensive_bl_3,true,,1,bimodal,,,semantic,ball,expensive,,,,2.5,15.0,
14,sj_expensive_bl_4,true,,1,bimodal,,,semantic,ball,expensive,,,,5.0,19.0,
14,sj_expensive_bl_5,false,,1,bimodal,,,semantic,ball,expensive,,,,16.0,12.0,
14,sj_expensive_bl_6,false,,1,bimodal,,,semantic,ball,expensive,,,,16.5,9.0,
14,sj_expensive_bl_7,false,,1,bimodal,,,semantic,ball,expensive,,,,15.5,7.5,
14,sj_expensive_bl_8,true,,1,bimodal,,,semantic,ball,expensive,,,,4.0,17.0,
14,sj_expensive_bl_9,false,,1,bimodal,,,semantic,ball,expensive,,,,3.5,4.0,
14,sj_expensive_bl_10,true,,1,bimodal,,,semantic,ball,expensive,,,,3.5,11.5,
14,sj_expensive_bl_11,false,,1,bimodal,,,semantic,ball,expensive,,,,3.0,8.0,
14,sj_expensive_bl_12,false,,1,bimodal,,,semantic,ball,expensive,,,,17.0,1.5,
14,sj_expensive_bl_13,false,,1,bimodal,,,semantic,ball,expensive,,,,16.5,14.0,
14,sj_expensive_bl_14,false,,1,bimodal,,,semantic,ball,expensive,,,,4.0,6.5,
14,sj_long_sp_1,false,,1,unimodal,,,semantic,spring,long,,,,8.0,9.5,
14,sj_long_sp_2,true,,1,unimodal,,,semantic,spring,long,,,,33.0,8.0,
14,sj_long_sp_3,false,,1,unimodal,,,semantic,spring,long,,,,13.0,8.0,
14,sj_long_sp_4,true,,1,unimodal,,,semantic,spring,long,,,,30.0,11.0,
14,sj_long_sp_15,false,,1,unimodal,,,semantic,spring,long,,,,22.0,16.5,
14,sj_long_sp_16,false,,1,unimodal,,,semantic,spring,long,,,,24.0,14.0,
14,sj_long_sp_17,false,,1,unimodal,,,semantic,spring,long,,,,20.0,18.0,
14,sj_long_sp_18,false,,1,unimodal,,,semantic,spring,long,,,,20.0,13.5,
14,sj_long_sp_19,false,,1,unimodal,,,semantic,spring,long,,,,26.0,12.5,
14,sj_long_sp_20,false,,1,unimodal,,,semantic,spring,long,,,,21.0,3.0,
14,sj_long_sp_21,false,,1,unimodal,,,semantic,spring,long,,,,21.0,5.0,
14,sj_long_sp_22,false,,1,unimodal,,,semantic,spring,long,,,,16.0,8.5,
14,sj_long_sp_23,false,,1,unimodal,,,semantic,spring,long,,,,18.0,10.0,
14,sj_long_sp_24,false,,1,unimodal,,,semantic,spring,long,,,,19.0,6.5,
14,sj_expensive_sp_1,false,,1,unimodal,,,semantic,spring,expensive,,,,8.0,9.5,
14,sj_expensive_sp_2,false,,1,unimodal,,,semantic,spring,expensive,,,,33.0,8.0,
14,sj_expensive_sp_3,false,,1,unimodal,,,semantic,spring,expensive,,,,13.0,8.0,
14,sj_expensive_sp_4,false,,1,unimodal,,,semantic,spring,expensive,,,,30.0,11.0,
14,sj_expensive_sp_15,true,,1,unimodal,,,semantic,spring,expensive,,,,22.0,16.5,
14,sj_expensive_sp_16,false,,1,unimodal,,,semantic,spring,expensive,,,,24.0,14.0,
14,sj_expensive_sp_17,true,,1,unimodal,,,semantic,spring,expensive,,,,20.0,18.0,
14,sj_expensive_sp_18,false,,1,unimodal,,,semantic,spring,expensive,,,,20.0,13.5,
14,sj_expensive_sp_19,false,,1,unimodal,,,semantic,spring,expensive,,,,26.0,12.5,
14,sj_expensive_sp_20,false,,1,unimodal,,,semantic,spring,expensive,,,,21.0,3.0,
14,sj_expensive_sp_21,false,,1,unimodal,,,semantic,spring,expensive,,,,21.0,5.0,
14,sj_expensive_sp_22,false,,1,unimodal,,,semantic,spring,expensive,,,,16.0,8.5,
14,sj_expensive_sp_23,false,,1,unimodal,,,semantic,spring,expensive,,,,18.0,10.0,
14,sj_expensive_sp_24,false,,1,unimodal,,,semantic,spring,expensive,,,,19.0,6.5,
15,sj_big_bl_1,true,,1,bimodal,,,semantic,ball,big,,,,18.0,9.5,
15,sj_big_bl_2,false,,1,bimodal,,,semantic,ball,big,,,,14.0,10.0,
15,sj_big_bl_3,false,,1,bimodal,,,semantic,ball,big,,,,2.5,15.0,
15,sj_big_bl_4,false,,1,bimodal,,,semantic,ball,big,,,,5.0,19.0,
15,sj_big_bl_5,true,,1,bimodal,,,semantic,ball,big,,,,16.0,12.0,
15,sj_big_bl_6,true,,1,bimodal,,,semantic,ball,big,,,,16.5,9.0,
15,sj_big_bl_7,true,,1,bimodal,,,semantic,ball,big,,,,15.5,7.5,
15,sj_big_bl_8,false,,1,bimodal,,,semantic,ball,big,,,,4.0,17.0,
15,sj_big_bl_9,false,,1,bimodal,,,semantic,ball,big,,,,3.5,4.0,
15,sj_big_bl_10,false,,1,bimodal,,,semantic,ball,big,,,,3.5,11.5,
15,sj_big_bl_11,false,,1,bimodal,,,semantic,ball,big,,,,3.0,8.0,
15,sj_big_bl_12,true,,1,bimodal,,,semantic,ball,big,,,,17.0,1.5,
15,sj_big_bl_13,true,,1,bimodal,,,semantic,ball,big,,,,16.5,14.0,
15,sj_big_bl_14,false,,1,bimodal,,,semantic,ball,big,,,,4.0,6.5,
15,sj_expensive_bl_1,false,,1,bimodal,,,semantic,ball,expensive,,,,18.0,9.5,
15,sj_expensive_bl_2,false,,1,bimodal,,,semantic,ball,expensive,,,,14.0,10.0,
15,sj_expensive_bl_3,true,,1,bimodal,,,semantic,ball,expensive,,,,2.5,15.0,
15,sj_expensive_bl_4,true,,1,bimodal,,,semantic,ball,expensive,,,,5.0,19.0,
15,sj_expensive_bl_5,false,,1,bimodal,,,semantic,ball,expensive,,,,16.0,12.0,
15,sj_expensive_bl_6,false,,1,bimodal,,,semantic,ball,expensive,,,,16.5,9.0,
15,sj_expensive_bl_7,false,,1,bimodal,,,semantic,ball,expensive,,,,15.5,7.5,
15,sj_expensive_bl_8,true,,1,bimodal,,,semantic,ball,expensive,,,,4.0,17.0,
15,sj_expensive_bl_9,false,,1,bimodal,,,semantic,ball,expensive,,,,3.5,4.0,
15,sj_expensive_bl_10,false,,1,bimodal,,,semantic,ball,expensive,,,,3.5,11.5,
15,sj_expensive_bl_11,false,,1,bimodal,,,semantic,ball,expensive,,,,3.0,8.0,
15,sj_expensive_bl_12,false,,1,bimodal,,,semantic,ball,expensive,,,,17.0,1.5,
15,sj_expensive_bl_13,false,,1,bimodal,,,semantic,ball,expensive,,,,16.5,14.0,
15,sj_expensive_bl_14,false,,1,bimodal,,,semantic,ball,expensive,,,,4.0,6.5,
15,sj_long_sp_1,false,,1,unimodal,,,semantic,spring,long,,,,8.0,9.5,
15,sj_long_sp_2,true,,1,unimodal,,,semantic,spring,long,,,,33.0,8.0,
15,sj_long_sp_3,false,,1,unimodal,,,semantic,spring,long,,,,13.0,8.0,
15,sj_long_sp_4,true,,1,unimodal,,,semantic,spring,long,,,,30.0,11.0,
15,sj_long_sp_15,false,,1,unimodal,,,semantic,spring,long,,,,22.0,16.5,
15,sj_long_sp_16,false,,1,unimodal,,,semantic,spring,long,,,,24.0,14.0,
15,sj_long_sp_17,false,,1,unimodal,,,semantic,spring,long,,,,20.0,18.0,
15,sj_long_sp_18,false,,1,unimodal,,,semantic,spring,long,,,,20.0,13.5,
15,sj_long_sp_19,true,,1,unimodal,,,semantic,spring,long,,,,26.0,12.5,
15,sj_long_sp_20,false,,1,unimodal,,,semantic,spring,long,,,,21.0,3.0,
15,sj_long_sp_21,false,,1,unimodal,,,semantic,spring,long,,,,21.0,5.0,
15,sj_long_sp_22,false,,1,unimodal,,,semantic,spring,long,,,,16.0,8.5,
15,sj_long_sp_23,false,,1,unimodal,,,semantic,spring,long,,,,18.0,10.0,
15,sj_long_sp_24,false,,1,unimodal,,,semantic,spring,long,,,,19.0,6.5,
15,sj_expensive_sp_1,false,,1,unimodal,,,semantic,spring,expensive,,,,8.0,9.5,
15,sj_expensive_sp_2,false,,1,unimodal,,,semantic,spring,expensive,,,,33.0,8.0,
15,sj_expensive_sp_3,false,,1,unimodal,,,semantic,spring,expensive,,,,13.0,8.0,
15,sj_expensive_sp_4,false,,1,unimodal,,,semantic,spring,expensive,,,,30.0,11.0,
15,sj_expensive_sp_15,true,,1,unimodal,,,semantic,spring,expensive,,,,22.0,16.5,
15,sj_expensive_sp_16,true,,1,unimodal,,,semantic,spring,expensive,,,,24.0,14.0,
15,sj_expensive_sp_17,true,,1,unimodal,,,semantic,spring,expensive,,,,20.0,18.0,
15,sj_expensive_sp_18,false,,1,unimodal,,,semantic,spring,expensive,,,,20.0,13.5,
15,sj_expensive_sp_19,false,,1,unimodal,,,semantic,spring,expensive,,,,26.0,12.5,
15,sj_expensive_sp_20,false,,1,unimodal,,,semantic,spring,expensive,,,,21.0,3.0,
15,sj_expensive_sp_21,false,,1,unimodal,,,semantic,spring,expensive,,,,21.0,5.0,
15,sj_expensive_sp_22,false,,1,unimodal,,,semantic,spring,expensive,,,,16.0,8.5,
15,sj_expensive_sp_23,false,,1,unimodal,,,semantic,spring,expensive,,,,18.0,10.0,
15,sj_expensive_sp_24,false,,1,unimodal,,,semantic,spring,expensive,,,,19.0,6.5,
16,sj_big_bl_1,true,,1,bimodal,,,semantic,ball,big,,,,18.0,9.5,
16,sj_big_bl_2,true,,1,bimodal,,,semantic,ball,big,,,,14.0,10.0,
16,sj_big_bl_3,false,,1,bimodal,,,semantic,ball,big,,,,2.5,15.0,
16,sj_big_bl_4,false,,1,bimodal,,,semantic,ball,big,,,,5.0,19.0,
16,sj_big_bl_5,false,,1,bimodal,,,semantic,ball,big,,,,16.0,12.0,
16,sj_big_bl_6,true,,1,bimodal,,,semantic,ball,big,,,,16.5,9.0,
16,sj_big_bl_7,true,,1,bimodal,,,semantic,ball,big,,,,15.5,7.5,
16,sj_big_bl_8,false,,1,bimodal,,,semantic,ball,big,,,,4.0,17.0,
16,sj_big_bl_9,false,,1,bimodal,,,semantic,ball,big,,,,3.5,4.0,
16,sj_big_bl_10,false,,1,bimodal,,,semantic,ball,big,,,,3.5,11.5,
16,sj_big_bl_11,false,,1,bimodal,,,semantic,ball,big,,,,3.0,8.0,
16,sj_big_bl_12,true,,1,bimodal,,,semantic,ball,big,,,,17.0,1.5,
16,sj_big_bl_13,true,,1,bimodal,,,semantic,ball,big,,,,16.5,14.0,
16,sj_big_bl_14,false,,1,bimodal,,,semantic,ball,big,,,,4.0,6.5,
16,sj_expensive_bl_1,false,,1,bimodal,,,semantic,ball,expensive,,,,18.0,9.5,
16,sj_expensive_bl_2,false,,1,bimodal,,,semantic,ball,expensive,,,,14.0,10.0,
16,sj_expensive_bl_3,true,,1,bimodal,,,semantic,ball,expensive,,,,2.5,15.0,
16,sj_expensive_bl_4,true,,1,bimodal,,,semantic,ball,expensive,,,,5.0,19.0,
16,sj_expensive_bl_5,false,,1,bimodal,,,semantic,ball,expensive,,,,16.0,12.0,
16,sj_expensive_bl_6,false,,1,bimodal,,,semantic,ball,expensive,,,,16.5,9.0,
16,sj_expensive_bl_7,false,,1,bimodal,,,semantic,ball,expensive,,,,15.5,7.5,
16,sj_expensive_bl_8,true,,1,bimodal,,,semantic,ball,expensive,,,,4.0,17.0,
16,sj_expensive_bl_9,false,,1,bimodal,,,semantic,ball,expensive,,,,3.5,4.0,
16,sj_expensive_bl_10,false,,1,bimodal,,,semantic,ball,expensive,,,,3.5,11.5,
16,sj_expensive_bl_11,false,,1,bimodal,,,semantic,ball,expensive,,,,3.0,8.0,
16,sj_expensive_bl_12,false,,1,bimodal,,,semantic,ball,expensive,,,,17.0,1.5,
16,sj_expensive_bl_13,true,,1,bimodal,,,semantic,ball,expensive,,,,16.5,14.0,
16,sj_expensive_bl_14,false,,1,bimodal,,,semantic,ball,expensive,,,,4.0,6.5,
16,sj_long_sp_1,false,,1,unimodal,,,semantic,spring,long,,,,8.0,9.5,
16,sj_long_sp_2,true,,1,unimodal,,,semantic,spring,long,,,,33.0,8.0,
16,sj_long_sp_3,false,,1,unimodal,,,semantic,spring,long,,,,13.0,8.0,
16,sj_long_sp_4,true,,1,unimodal,,,semantic,spring,long,,,,30.0,11.0,
16,sj_long_sp_15,true,,1,unimodal,,,semantic,spring,long,,,,22.0,16.5,
16,sj_long_sp_16,true,,1,unimodal,,,semantic,spring,long,,,,24.0,14.0,
16,sj_long_sp_17,true,,1,unimodal,,,semantic,spring,long,,,,20.0,18.0,
16,sj_long_sp_18,true,,1,unimodal,,,semantic,spring,long,,,,20.0,13.5,
16,sj_long_sp_19,true,,1,unimodal,,,semantic,spring,long,,,,26.0,12.5,
16,sj_long_sp_20,true,,1,unimodal,,,semantic,spring,long,,,,21.0,3.0,
16,sj_long_sp_21,true,,1,unimodal,,,semantic,spring,long,,,,21.0,5.0,
16,sj_long_sp_22,false,,1,unimodal,,,semantic,spring,long,,,,16.0,8.5,
16,sj_long_sp_23,false,,1,unimodal,,,semantic,spring,long,,,,18.0,10.0,
16,sj_long_sp_24,false,,1,unimodal,,,semantic,spring,long,,,,19.0,6.5,
16,sj_expensive_sp_1,false,,1,unimodal,,,semantic,spring,expensive,,,,8.0,9.5,
16,sj_expensive_sp_2,false,,1,unimodal,,,semantic,spring,expensive,,,,33.0,8.0,
16,sj_expensive_sp_3,false,,1,unimodal,,,semantic,spring,expensive,,,,13.0,8.0,
16,sj_expensive_sp_4,false,,1,unimodal,,,semantic,spring,expensive,,,,30.0,11.0,
16,sj_expensive_sp_15,true,,1,unimodal,,,semantic,spring,expensive,,,,22.0,16.5,
16,sj_expensive_sp_16,true,,1,unimodal,,,semantic,spring,expensive,,,,24.0,14.0,
16,sj_expensive_sp_17,true,,1,unimodal,,,semantic,spring,expensive,,,,20.0,18.0,
16,sj_expensive_sp_18,false,,1,unimodal,,,semantic,spring,expensive,,,,20.0,13.5,
16,sj_expensive_sp_19,false,,1,unimodal,,,semantic,spring,expensive,,,,26.0,12.5,
16,sj_expensive_sp_20,false,,1,unimodal,,,semantic,spring,expensive,,,,21.0,3.0,
16,sj_expensive_sp_21,false,,1,unimodal,,,semantic,spring,expensive,,,,21.0,5.0,
16,sj_expensive_sp_22,false,,1,unimodal,,,semantic,spring,expensive,,,,16.0,8.5,
16,sj_expensive_sp_23,false,,1,unimodal,,,semantic,spring,expensive,,,,18.0,10.0,
16,sj_expensive_sp_24,false,,1,unimodal,,,semantic,spring,expensive,,,,19.0,6.5,
17,sj_big_bl_1,true,,1,bimodal,,,semantic,ball,big,,,,18.0,9.5,
17,sj_big_bl_2,false,,1,bimodal,,,semantic,ball,big,,,,14.0,10.0,
17,sj_big_bl_3,false,,1,bimodal,,,semantic,ball,big,,,,2.5,15.0,
17,sj_big_bl_4,false,,1,bimodal,,,semantic,ball,big,,,,5.0,19.0,
17,sj_big_bl_5,false,,1,bimodal,,,semantic,ball,big,,,,16.0,12.0,
17,sj_big_bl_6,false,,1,bimodal,,,semantic,ball,big,,,,16.5,9.0,
17,sj_big_bl_7,false,,1,bimodal,,,semantic,ball,big,,,,15.5,7.5,
17,sj_big_bl_8,false,,1,bimodal,,,semantic,ball,big,,,,4.0,17.0,
17,sj_big_bl_9,false,,1,bimodal,,,semantic,ball,big,,,,3.5,4.0,
17,sj_big_bl_10,false,,1,bimodal,,,semantic,ball,big,,,,3.5,11.5,
17,sj_big_bl_11,false,,1,bimodal,,,semantic,ball,big,,,,3.0,8.0,
17,sj_big_bl_12,true,,1,bimodal,,,semantic,ball,big,,,,17.0,1.5,
17,sj_big_bl_13,false,,1,bimodal,,,semantic,ball,big,,,,16.5,14.0,
17,sj_big_bl_14,false,,1,bimodal,,,semantic,ball,big,,,,4.0,6.5,
17,sj_expensive_bl_1,false,,1,bimodal,,,semantic,ball,expensive,,,,18.0,9.5,
17,sj_expensive_bl_2,false,,1,bimodal,,,semantic,ball,expensive,,,,14.0,10.0,
17,sj_expensive_bl_3,false,,1,bimodal,,,semantic,ball,expensive,,,,2.5,15.0,
17,sj_expensive_bl_4,true,,1,bimodal,,,semantic,ball,expensive,,,,5.0,19.0,
17,sj_expensive_bl_5,false,,1,bimodal,,,semantic,ball,expensive,,,,16.0,12.0,
17,sj_expensive_bl_6,false,,1,bimodal,,,semantic,ball,expensive,,,,16.5,9.0,
17,sj_expensive_bl_7,false,,1,bimodal,,,semantic,ball,expensive,,,,15.5,7.5,
17,sj_expensive_bl_8,true,,1,bimodal,,,semantic,ball,expensive,,,,4.0,17.0,
17,sj_expensive_bl_9,false,,1,bimodal,,,semantic,ball,expensive,,,,3.5,4.0,
17,sj_expensive_bl_10,false,,1,bimodal,,,semantic,ball,expensive,,,,3.5,11.5,
17,sj_expensive_bl_11,false,,1,bimodal,,,semantic,ball,expensive,,,,3.0,8.0,
17,sj_expensive_bl_12,false,,1,bimodal,,,semantic,ball,expensive,,,,17.0,1.5,
17,sj_expensive_bl_13,false,,1,bimodal,,,semantic,ball,expensive,,,,16.5,14.0,
17,sj_expensive_bl_14,false,,1,bimodal,,,semantic,ball,expensive,,,,4.0,6.5,
17,sj_long_sp_1,false,,1,unimodal,,,semantic,spring,long,,,,8.0,9.5,
17,sj_long_sp_2,true,,1,unimodal,,,semantic,spring,long,,,,33.0,8.0,
17,sj_long_sp_3,false,,1,unimodal,,,semantic,spring,long,,,,13.0,8.0,
17,sj_long_sp_4,true,,1,unimodal,,,semantic,spring,long,,,,30.0,11.0,
17,sj_long_sp_15,false,,1,unimodal,,,semantic,spring,long,,,,22.0,16.5,
17,sj_long_sp_16,false,,1,unimodal,,,semantic,spring,long,,,,24.0,14.0,
17,sj_long_sp_17,false,,1,unimodal,,,semantic,spring,long,,,,20.0,18.0,
17,sj_long_sp_18,false,,1,unimodal,,,semantic,spring,long,,,,20.0,13.5,
17,sj_long_sp_19,false,,1,unimodal,,,semantic,spring,long,,,,26.0,12.5,
17,sj_long_sp_20,false,,1,unimodal,,,semantic,spring,long,,,,21.0,3.0,
17,sj_long_sp_21,false,,1,unimodal,,,semantic,spring,long,,,,21.0,5.0,
17,sj_long_sp_22,false,,1,unimodal,,,semantic,spring,long,,,,16.0,8.5,
17,sj_long_sp_23,false,,1,unimodal,,,semantic,spring,long,,,,18.0,10.0,
17,sj_long_sp_24,false,,1,unimodal,,,semantic,spring,long,,,,19.0,6.5,
17,sj_expensive_sp_1,false,,1,unimodal,,,semantic,spring,expensive,,,,8.0,9.5,
17,sj_expensive_sp_2,false,,1,unimodal,,,semantic,spring,expensive,,,,33.0,8.0,
17,sj_expensive_sp_3,false,,1,unimodal,,,semantic,spring,expensive,,,,13.0,8.0,
17,sj_expensive_sp_4,false,,1,unimodal,,,semantic,spring,expensive,,,,30.0,11.0,
17,sj_expensive_sp_15,true,,1,unimodal,,,semantic,spring,expensive,,,,22.0,16.5,
17,sj_expensive_sp_16,false,,1,unimodal,,,semantic,spring,expensive,,,,24.0,14.0,
17,sj_expensive_sp_17,false,,1,unimodal,,,semantic,spring,expensive,,,,20.0,18.0,
17,sj_expensive_sp_18,false,,1,unimodal,,,semantic,spring,expensive,,,,20.0,13.5,
17,sj_expensive_sp_19,false,,1,unimodal,,,semantic,spring,expensive,,,,26.0,12.5,
17,sj_expensive_sp_20,false,,1,unimodal,,,semantic,spring,expensive,,,,21.0,3.0,
17,sj_expensive_sp_21,false,,1,unimodal,,,semantic,spring,expensive,,,,21.0,5.0,
17,sj_expensive_sp_22,false,,1,unimodal,,,semantic,spring,expensive,,,,16.0,8.5,
17,sj_expensive_sp_23,false,,1,unimodal,,,semantic,spring,expensive,,,,18.0,10.0,
17,sj_expensive_sp_24,false,,1,unimodal,,,semantic,spring,expensive,,,,19.0,6.5,
18,sj_big_bl_1,true,,2,unimodal,,,semantic,ball,big,,,,18.0,9.5,
